1,0,i got a big ass heart and ill put up with your shit and give ya chances when I u2019m not supposed to but once I
2,0,At Least Seven People Died After A Crowded Tourist Boat Sank In Colombia At least seven people are dead
3,0,The Empire State Building Synced Its Lights To The Grateful Dead's 'Touch Of Grey'
4,0,What good is immortality if nothing has been done to repair the fault lines in the human heart
5,0,Insurance markets are collapsing &amp; millions don't have choices. Americans deserve better.
6,0,Bap's bow wow n crash can really make my mood.At first im so tired so listening to slow tempo songs like hug
7,1,APD responding to motor vehicle accident Ventura NE
8,1,my brothers car crash
9,1,Car Crash in Washington D.C 1921
10,0,That was like a car crash but in a very entertaining way
11,0,almost got in a car crash because i saw a store called:dog stuf
12,0,Marijuana legalization doesn't lead to more fatal car crashes
13,0,Fake news of a fatal car crash wiped out $4 billion in ethereum u2019s market value yesterday
14,1,Car Crash in Washington D.C 1921
15,0,Black Off-Duty Cop Tries to Help After Car Crash
16,1,Two-year-old girl killed in car crash
17,0,I was there to experience Natalia's 1st car crash
18,1,Popular Rapper Dies In Car Crash
19,0,Anyone considering flying to\/from @LDNLutonAirport - DON'T! Absolute car crash of an airport
20,1,Just got in a car crash not that anyone gives a shit
21,0,Equal parts terrible and oddly terrific. Like a car crash.
22,0,New Study Refutes Legal Weed-Fueled Car Crash Claims
23,0,The Wooden Mask from Crash Bandicoot
24,0,This is what happened when a black St. Louis cop left his home to help with a car crash
25,0,I was involved in a near fatal car crash
26,0,"wakes up after a car crash to a family and a job, and all he remembers is he was heading"
27,0,"Black Off-Duty Cop Tries to Help After Car Crash, Gets Shot By White On Duty Cop Who Thought He Was Criminal"
28,0,So if I were to say that the Russia\/Trump collision story is fake news proven by @Project_Veritas would you be willing to debate me on that?
29,1,Officers today provided vital assistance at the scene of this serious road traffic collision in #LeighOnSea
30,1,"A look at the collision blocking right lane of NB SR 167 at S 180th, about a mile south of I-405. Only a small back"
31,0,circuler sur piste cyclable en voiture donc le probl de collision ne devrait pas se poser
32,1,Man suffers broken leg after collision between car and pedestrian
33,1,Units responding to a report of a Traffic Collision w\/Injuries on Interstate 95 Sb And South College Ave Overpass in New Castle
34,0,"1.6 yrs ago #Today,I #Survived a head on #Collision that totaled 3 #Cars.#Faith helps you #Overcome trials."
35,0,#circulation : Collision route du Carrefour pr\u00e8s de l'h\u00f4tel de ville de Val-des-Monts. policiers sur place
36,1,1 man to hospital w\/what r believed to be serious injuries. Car\/bike collision Hamilton near Rectory
37,0,The U.S. Navy honored the 7 sailors killed in USS Fitzgerald collision off Japan:
38,0,"New head collision study, published today by JAMA, on treatment\/lack thereof at 2014 World Cup."
39,1,reports that Venus Williams is responsible for a car crash that caused a 78-year-old man's death
40,0,"BTW, while you're distracted by Mika tweet and 1st evidence of collision, don't forget Trump's asking for voting rolls"
41,0,"Success isn't permanent, and failure isn't fatal"
42,0,Who Is Responsible for My Rear-End Collision
43,1,A259 bungalow cafe junction on Marsh Road closed in both directions following a collision
44,0,Car Crash by Three Days Grace
45,0,"Success isn't permanent, and failure isn't fatal."
46,0,BREAKING: Arson charges dropped for two teenagers responsible for fatal Gatlinburg wildfires
47,1,reports that Venus Williams is responsible for a car crash that caused a 78-year-old man's death
48,0,Police say West 49th Street shooting was self-defense
49,1,"allelujah Challenge Convener, Nathaniel Bassey, Survives Fatal Car Accident In Lagos"
50,0,Got to love lovetoo f car crash tav
51,1,A13 Newham Way westbound approaching Canning Town Flyover - Lane one (of three) is blocked due to a collision. Traffic
52,0,Terrible. Fatal.
53,1,investigating a collision on Steilacoom Blvd at Phillips. 1 in custody. Driver fled a traffic stop
54,0,says 4 ppl transported to the hospital w\/ non life threatening injuries. Roadway back open. Public works to clear debris
55,0,One woman is dead and one was injured. Police have not said whether they were armed.
56,1,Eight-year-old boy suffers serious injuries in collision at Leeds pedestrian crossing
57,0,Getting in a car crash but surviving because your thighs stuck to the leather seat
58,0,"Brexiteers seem to believe that one day we'll all thank them for this car-crash. Can anyone imagine an outcome that would make you do that?"""
59,0,Lawsuit filed by family of man in fatal crash involving Venus Williams
60,0,RIP to San Antonio Officer Miguel Moreno who has passed away after suffering fatal gunshot
61,1,investigating a collision on Steilacoom Blvd at Phillips. 1 in custody. Driver fled a traffic stop
62,1,Arrowhead 40971 North Shore Ln **Trfc Collision
63,0,REAKING: Arson charges dropped for two teenagers responsible for fatal Gatlinburg wildfires
64,1,"Headed to a car vs. motorcycle crash at College and Crestridge. Motorcyclist is injured, per scanner"
65,0,you buying her cars and shit and you asking US for money :)
66,1,My girlfriend uncle got killed in car crash from drunk driver anything will help! Thanks to everyone who supports
67,1,19-year-old driver seriously injured in 1-car crash
68,0,Legal hurdles face Venus Williams after her involvement in fatal car accident
69,0,"A car crash British economy is a small price to pay for #xenophobia, #Fascism &amp"
70,0,Stay safe! Car crash deaths predicted to reach nearly 600 over July 4th holiday
71,1,UPDATE:COLLISION: Grey Rd 19 CLOSED at Meadowlark Way #Collingwood while emergency crews are on scene.
72,0,they shouldn't get an option in fatal situations they should be suspended pending an inquiry Just like I'd be if
73,0,"Takes enormous amount of self delusion arrogance &amp; entitlement to take that long to resign after tragedy like #Grenfell #nicholaspagetbrown"""
74,0,Angela Merkel set herself on a collision course with President Trump ahead of the G-20 summit
75,0,isnt this the car we 'heard' on the one way system?
76,1,"Nathaniel Bassey Involved In A Fatal Accident, His Car"
77,0,That'll be Wolford Fatal 15 s
78,0,it's like watching a car crash
79,0,"I survived an acid attack &amp; a car crash. I welcome the job interview question \""describe a time you've overcome a hurdle"
80,0,All this thread is about is how these kids should either get the death penalty or spend life in jail
81,0,Attorney: Arson charges against teens in fatal Gatlinburg wildfire dropped
82,0,"Creating Computer Algorithms to Sift Through Data, Identify Asteroids on a Collision Course with Earth"
83,1,Police Report: Venus Williams At Fault For Car Crash That Killed Elderly Man #GeneralNews
84,1,"Tennis star Venus Williams involved in car crash in which a man died, TMZ says - ABC15 Arizona"
85,1,"Venus Williams was involved in a car crash in Florida that resulted in a fatality, a police spokesman said"
86,1,Joe Jackson Rushed to Hospital After Car Crash in Las Vegas
87,1,Ukrainian Teen Beauty Queen Live Streams Car Crash Death
88,1,Ukrainian Teen Beauty Queen Live Streams Car Crash Death
89,1,Santa Fe Springs I5 S \/ I605 N **Trfc Collision-No Inj
90,0,Tesla collision losses much higher than the competition $TSLA $NSANY
91,1,A collision between a grey BMW and a Suzuki motorbike
92,1,outh Sac 7620 Stockton Blvd **Trfc Collision-1141 Enrt
93,1,All lanes open #M4 W\/B btwn J13 + J14 vehicles involved in collision now recovered. Severe delays from J12
94,0,PORSCHE Certified Collision Center (bring your luxury vehicle to the experts in Santa Clara)
95,0,An asteroid was streaking toward Earth. A collision seemed all too possible
96,0,"Saison 2016-2017 : 40 loups abattus l\u00e9galement. Et en additionnant les 9 tu\u00e9s par collision routi\u00e8re, c'est 49 qui sont morts cette saison"
97,0,Ossie Ardiles is seeing stars after a collision with Gordon Strachan
98,1,Marin I580 W \/ San Quentin Ofr **Trfc Collision-No Inj
99,0,Grey Rd 19 CLOSED at Meadowlark Way #Collingwood while emergency crews are on scene
100,0,"Traffic Collisions , Road Closures and Weather in Real time as it Happens for Barrie and all of Simcoe County , Hear the News Before the News"
101,1,"Fri 6\/30 9:13am: Motor Vehicle Collision (19), 13X ULUNIU AVE, CHASE CAR RENTALS, Waikiki #hitraffic"
102,1,Police identify minivan driver who died in collision with car
103,1,Careless driving and a 3 day licence suspension for alcohol - served on driver of truck in collision on #Hwy427
104,0,The first collision of flesh and bark is a test
105,1,Collision on EB SR 16 near I 5 at mp 0. The left lane to northbound I-5 is blocked
106,0,The newest edition of Collision Quebec magazine is now out and published online
107,0,What\u2019s really happening during an LHC collision? It\u2019s less of a collision and more of a symphony
108,1,Traffic &amp; serious collisions investigation team at scene of collision this evening at #sowton avoid area 15733 #SCIT
109,1,Collision at the intersection of Queen and Broadview #CityStreets
110,1,Man killed in collision between car and motorized bike in Acton
111,1,One Dead And Another Seriously Injured After Collision Friday Morning
112,1,Collision: I-95 SOUTH AT CHERRY HILL RD South\n\n3 of 3 Southbound shoulders unknown.\n5 of 9 Northbound traffic.
113,1,"Fri 6\/30 9:58am: Motor Vehicle Collision (25), H1E EXIT21B PUNCHBWL, Downtown #hitraffic"
114,0,Forward collision warning systems and automatic emergency braking systems are an integral component of our vehicles
115,1,"501 Queen and 506 Carlton route holding east bound Queen at Broadview, due to a collision"
116,1,southbound Hwy-404 after Finch Ave collision CL
117,1,Burwood - collision Huntingdale Rd at Florence St
118,0,Ice Age: Collision Course Full Movie online free English
119,1,car collision with bus in the middle of the intersection of 104 Ave and 124 street
120,1,"501 Queen and 506 Carlton route holding east bound Queen at Broadview, due to a collision. #TTC"
121,0,"I-95 SB: 1 mi S of Exit86A, no lns clsd, Ocrd: 4:14PM.| 4:16P"
122,0,"US 501 NB: at Myrtle Ridge Dr-Gardner Lacy Rd-Conway, no lns clsd, Ocrd: 4:04PM.| 4:16P"
123,0,Dustin Fowler is stretchered off the field after a scary full-speed collision
124,1,Collision SB DVP approaching Lawrence has CLEARED
125,1,Sonoma Man Dies In 4-Vehicle Collision On Hwy 37
126,1,Woman in hospital after collision with truck in Montreal North
127,1,Collision on NB I-205 near Columbia River at mp 27
128,0,"Nasa the Debris Works for a Collision, and Saturn could have interacted with it, for the Saturn Theory"
129,1,RIDER ALERT: B-Loop service is delayed due to a collision on SE Grand Ave. Check for updated arrival information
130,1,"Driver fled a traffic stop and caused collision. 1 in custody, working to get road open in the next hour. Steilacoom Blvd at Phillips"
131,1,TRAFFIC: A collision at the intersection of SR 282 and SR 17 near Ephrata is causing minor traffic delays
132,0,Ottawa Collision Data 2011-2015: 66% of pedestrian and 82% of cyclists collisions happened in broad daylight
133,0,Personal Injury Collision
134,1,Fri 6\/30 10:18am: Motor Vehicle Collision
135,0,Carrier Sense Multiple Access with Collision Detection
136,0,Who Is Responsible for My Rear-End Collision?
137,0,Arson charges dropped for two teenagers responsible for fatal Gatlinburg wildfires.
138,0,tomorrow get your arse there &amp; protest the #tories program of #austerity which is having fatal consequences
139,0,aspiring YouTube star thought a book could stop a bullet. It was a fatal mistake
140,0,police Report Revealed! Inside Venus Williams\u2019 Shocking Fatal Car Crash
141,0,"Venus Williams, blamed by police in fatal car crash in Florida, will play at Wimbledon"
142,0,"Success is not final, failure is not fatal: it is the courage to continue that counts. Winston Churchill"
143,0,"Why, he's not in a car? You know, the vehicle responsible for and the leading cause of fatal head trauma for young people in the US?"
144,0,Emmerdale viewers distraught for little Arthur after he makes THIS fatal error with Emma
145,0,Do you recognize this guy? Police released this sketch of suspect in fatal Chester Co. road rage case
146,0,BREAKING: Do you recognize this guy? Police released this sketch of suspect in fatal Chester Co. road rage case.
147,0,Faded red pickup truck generating tips from across the country; as far as California in #WestGoshen fatal road rag
148,0,"Nathaniel Bassey Not Dead: Gospel Icon Denies Fatal Car Accident Rumour, Calls Out Fake Bloggers"
149,0,Fatal consequences arise when public officials take the easy route &amp; choose to kick the can down the road
150,0,Elevating characterological criticism above all else was the fatal flaw of the Hillary Clinton
151,1,"Stolen laptops, wallets and more found in vehicle involved in fatal police"
152,1,"Stolen laptops, wallets and more found in vehicle involved in fatal police"
153,0,Louisiana prosecutor's report details fatal ambush of police in 2016
154,0,Do you recognize this guy? Police released this sketch of suspect in fatal Chester Co. road rage case.
155,0,BREAKING: Arson charges dropped for two teenagers responsible for fatal Gatlinburg wildfires.
156,1,WATCH LIVE: NOPD provides update on state police chase that ended in fatal crash #NewOrleans
157,0,"#BREAKING Shooter is identified as Dr. Henry Bello. Six total people shot - five non fatal, one dead. Shooter is also dead."
158,0,Took him long enough! Kensington Council leader Nicholas Paget-Brown resigns after fatal Grenfell tower fire
159,0,"It has happened with me and Merp, Golden, Fatal, and heck I could kinda see myself being replaced"
160,0,Faded red pickup truck generating tips from across the country; as far as California in #WestGoshen fatal road rage
161,0,you get in the car crash with your wife
162,0,Car crash appointment right from the start.The best bit is they've backed him.
